"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"B9","PD1","I/O","","","CAN_TX","I2S2_CK/SPI2_SCK","","","","","",""
"B10","PC12","I/O","","","USART4_CK","USART3_CK","USART5_TX","","","","",""
"B11","PC10","I/O","","","USART4_TX","USART3_TX","","","","","",""
"B12","PA11","I/O","","","EVENTOUT","USART1_CTS","TIM1_CH4","TSC_G4_IO3","CAN_RX","I2C2_SCL","","COMP1_OUT"
"C1","PC13","I/O","","","","","","","","","",""
"C2","PE5","I/O","","","TIM3_CH3","TSC_G7_IO4","","","","","",""
"C3","PE0","I/O","","","TIM16_CH1","EVENTOUT","","","","","",""
"C4","VDD","Power","","","","","","","","","",""
"C5","PB5","I/O","","","I2S1_SD/SPI1_MOSI","TIM3_CH2","TIM16_BKIN","I2C1_SMBA","USART5_CK/USART5_DE/USART5_RTS","","",""
"C8","PD2","I/O","","","TIM3_ETR","USART3_DE/USART3_RTS","USART5_RX","","","","",""
"C9","PD0","I/O","","","CAN_RX","I2S2_WS/SPI2_NSS","","","","","",""
"C10","PC11","I/O","","","USART4_RX","USART3_RX","","","","","",""
"C11","PF6","I/O","","","","","","","","","",""
"C12","PA10","I/O","","","TIM17_BKIN","USART1_RX","TIM1_CH3","TSC_G4_IO2","I2C1_SDA","","",""
"D1","PC14OSC32_IN","I/O","","","","","","","","","",""
"D2","PE6","I/O","","","TIM3_CH4","","","","","","",""
"D3","VSS","Power","","","","","","","","","",""
"D10","PA9","I/O","","","TIM15_BKIN","USART1_TX","TIM1_CH2","TSC_G4_IO1","I2C1_SCL","RCC_MCO","",""
"D11","PA8","I/O","","","RCC_MCO","USART1_CK","TIM1_CH1","EVENTOUT","CRS_SYNC","","",""
"D12","PC9","I/O","","","TIM3_CH4","USART8_RX","","","","","",""
"E1","PC15OSC32_OUT","I/O","","","","","","","","","",""
"E2","VBAT","Power","","","","","","","","","",""
"E3","NC","Reset","","","","","","","","","",""
"E10","PC8","I/O","","","TIM3_CH3","USART8_TX","","","","","",""
"E11","PC7","I/O","","","TIM3_CH2","USART7_RX","","","","","",""
"E12","PC6","I/O","","","TIM3_CH1","USART7_TX","","","","","",""
"F1","PF0-OSC_IN","I/O","","","CRS_SYNC","I2C1_SDA","","","","","",""
"F2","PF9","I/O","","","TIM15_CH1","USART6_TX","","","","","",""
"F11","VSS","Power","","","","","","","","","",""
"F12","VSS","Power","","","","","","","","","",""
"G1","PF1-OSC_OUT","I/O","","","","I2C1_SCL","","","","","",""
"G2","PF10","I/O","","","TIM15_CH2","USART6_RX","","","","","",""
"G11","VDDIO2","Power","","","","","","","","","",""
"G12","VDD","Power","","","","","","","","","",""
"H1","PC0","I/O","","","EVENTOUT","USART7_TX","USART6_TX","","","","",""
"H2","NRST","Reset","","","","","","","","","",""
"H3","VDD","Power","","","","","","","","","",""
"H10","PD15","I/O","","","CRS_SYNC","TSC_G8_IO4","USART7_CK/USART7_RTS","","","","",""
"H11","PD14","I/O","","","USART8_RX","TSC_G8_IO3","","","","","",""
"H12","PD13","I/O","","","USART8_TX","TSC_G8_IO2","","","","","",""
"J1","PF2","I/O","","","EVENTOUT","USART7_TX","USART7_CK/USART7_RTS","","","","",""
"J2","PC1","I/O","","","EVENTOUT","USART7_RX","USART6_RX","","","","",""
"J3","PC2","I/O","","","EVENTOUT","I2S2_MCK/SPI2_MISO","USART8_TX","","","","",""
"J10","PD12","I/O","","","USART3_DE/USART3_RTS","TSC_G8_IO1","USART8_CK/USART8_RTS","","","","",""
"J11","PD11","I/O","","","USART3_CTS","","","","","","",""
"J12","PD10","I/O","","","USART3_CK","","","","","","",""
"K1","VSSA","Power","","","","","","","","","",""
"K2","PC3","I/O","","","EVENTOUT","I2S2_SD/SPI2_MOSI","USART8_RX","","","","",""
"K3","PA2","I/O","","","TIM15_CH1","USART2_TX","TIM2_CH3","TSC_G1_IO3","","","","COMP2_OUT"
"K4","PA5","I/O","","","I2S1_CK/SPI1_SCK","CEC","TIM2_CH1/TIM2_ETR","TSC_G2_IO2","","USART6_RX","",""
"K5","PC4","I/O","","","EVENTOUT","USART3_TX","","","","","",""
"K8","PD9","I/O","","","USART3_RX","","","","","","",""
"K9","PD8","I/O","","","USART3_TX","","","","","","",""
"K10","PB15","I/O","","","I2S2_SD/SPI2_MOSI","TIM15_CH2","TIM1_CH3N","TIM15_CH1N","","","",""
"K11","PB14","I/O","","","I2S2_MCK/SPI2_MISO","TIM15_CH1","TIM1_CH2N","TSC_G6_IO4","USART3_DE/USART3_RTS","I2C2_SDA","",""
"K12","PB13","I/O","","","I2S2_CK/SPI2_SCK","","TIM1_CH1N","TSC_G6_IO3","USART3_CTS","I2C2_SCL","",""
"L1","PF3","I/O","","","EVENTOUT","USART7_RX","USART6_CK/USART6_RTS","","","","",""
"L2","PA0","I/O","","","","USART2_CTS","TIM2_CH1/TIM2_ETR","TSC_G1_IO1","USART4_TX","","","COMP1_OUT"
"L3","PA3","I/O","","","TIM15_CH2","USART2_RX","TIM2_CH4","TSC_G1_IO4","","","",""
"L4","PA6","I/O","","","I2S1_MCK/SPI1_MISO","TIM3_CH1","TIM1_BKIN","TSC_G2_IO3","USART3_CTS","TIM16_CH1","EVENTOUT","COMP1_OUT"
"L5","PC5","I/O","","","TSC_G3_IO1","USART3_RX","","","","","",""
"L6","PB2","I/O","","","","","","TSC_G3_IO4","","","",""
"L7","PE8","I/O","","","TIM1_CH1N","USART4_TX","","","","","",""
"L8","PE10","I/O","","","TIM1_CH2N","USART5_TX","","","","","",""
"L9","PE12","I/O","","","TIM1_CH3N","I2S1_WS/SPI1_NSS","","","","","",""
"L10","PB10","I/O","","","CEC","I2C2_SCL","TIM2_CH3","TSC_SYNC","USART3_TX","I2S2_CK/SPI2_SCK","",""
"L11","PB11","I/O","","","EVENTOUT","I2C2_SDA","TIM2_CH4","TSC_G6_IO1","USART3_RX","","",""
"L12","PB12","I/O","","","I2S2_WS/SPI2_NSS","EVENTOUT","TIM1_BKIN","TSC_G6_IO2","USART3_CK","TIM15_BKIN","",""
"M1","VDDA","Power","","","","","","","","","",""
"M2","PA1","I/O","","","EVENTOUT","USART2_DE/USART2_RTS","TIM2_CH2","TSC_G1_IO2","USART4_RX","TIM15_CH1N","",""
"M3","PA4","I/O","","","I2S1_WS/SPI1_NSS","USART2_CK","","TSC_G2_IO1","TIM14_CH1","USART6_TX","",""
"M4","PA7","I/O","","","I2S1_SD/SPI1_MOSI","TIM3_CH2","TIM1_CH1N","TSC_G2_IO4","TIM14_CH1","TIM17_CH1","EVENTOUT","COMP2_OUT"
"M5","PB0","I/O","","","EVENTOUT","TIM3_CH3","TIM1_CH2N","TSC_G3_IO2","USART3_CK","","",""
"M6","PB1","I/O","","","TIM14_CH1","TIM3_CH4","TIM1_CH3N","TSC_G3_IO3","USART3_DE/USART3_RTS","","",""
"M7","PE7","I/O","","","TIM1_ETR","USART5_CK/USART5_DE/USART5_RTS","","","","","",""
"M8","PE9","I/O","","","TIM1_CH1","USART4_RX","","","","","",""
"M9","PE11","I/O","","","TIM1_CH2","USART5_RX","","","","","",""
"M10","PE13","I/O","","","TIM1_CH3","I2S1_CK/SPI1_SCK","","","","","",""
"M11","PE14","I/O","","","TIM1_CH4","I2S1_MCK/SPI1_MISO","","","","","",""
"M12","PE15","I/O","","","TIM1_BKIN","I2S1_SD/SPI1_MOSI","","","","","",""
