"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7"
"F2","PC2","I/O","","","LPTIM1_IN2","LCD_SEG20","I2S2_MCK/SPI2_MISO","TSC_G7_IO3","","","",""
"F3","PA2","I/O","","","TIM21_CH1","LCD_SEG1","TIM2_CH3","TSC_G1_IO3","USART2_TX","","","COMP2_OUT"
"F4","PA5","I/O","","","SPI1_SCK","","TIM2_ETR","TSC_G2_IO2","","TIM2_CH1","",""
"F5","PB0","I/O","","","EVENTOUT","LCD_SEG5","","TSC_G3_IO2","","","",""
"F6","PC6","I/O","","","TIM22_CH1","LCD_SEG24","","TSC_G8_IO1","","","",""
"F7","PB15","I/O","","","I2S2_SD/SPI2_MOSI","LCD_SEG15","RTC_REFIN","","","","",""
"F8","PB14","I/O","","","I2S2_MCK/SPI2_MISO","LCD_SEG14","RTC_OUT_ALARM/RTC_OUT_CALIB","TSC_G6_IO4","LPUART1_DE/LPUART1_RTS","I2C2_SDA","TIM21_CH2",""
"G1","VREF+","Power","","","","","","","","","",""
"G2","PA0","I/O","","","","","TIM2_CH1","TSC_G1_IO1","USART2_CTS","TIM2_ETR","","COMP1_OUT"
"G3","PA3","I/O","","","TIM21_CH2","LCD_SEG2","TIM2_CH4","TSC_G1_IO4","USART2_RX","","",""
"G4","PA6","I/O","","","SPI1_MISO","LCD_SEG3","","TSC_G2_IO3","LPUART1_CTS","TIM22_CH1","EVENTOUT","COMP1_OUT"
"G5","PB1","I/O","","","","LCD_SEG6","","TSC_G3_IO3","LPUART1_DE/LPUART1_RTS","","",""
"G6","PB2","I/O","","","","","LPTIM1_OUT","TSC_G3_IO4","","","",""
"G7","PB10","I/O","","","","LCD_SEG10","TIM2_CH3","TSC_SYNC","LPUART1_TX","SPI2_SCK","I2C2_SCL",""
"G8","PB13","I/O","","","I2S2_CK/SPI2_SCK","LCD_SEG13","","TSC_G6_IO3","LPUART1_CTS","I2C2_SCL","TIM21_CH1",""
"H1","VDDA","Power","","","","","","","","","",""
"H2","PA1","I/O","","","EVENTOUT","LCD_SEG0","TIM2_CH2","TSC_G1_IO2","USART2_DE/USART2_RTS","TIM21_ETR","",""
"H3","PA4","I/O","","","SPI1_NSS","","","TSC_G2_IO1","USART2_CK","TIM22_ETR","",""
"H4","PA7","I/O","","","SPI1_MOSI","LCD_SEG4","","TSC_G2_IO4","","TIM22_CH2","EVENTOUT","COMP2_OUT"
"H5","PC4","I/O","","","EVENTOUT","LCD_SEG22","LPUART1_TX","","","","",""
"H6","PC5","I/O","","","","LCD_SEG23","LPUART1_RX","TSC_G3_IO1","","","",""
"H7","PB11","I/O","","","EVENTOUT","LCD_SEG11","TIM2_CH4","TSC_G6_IO1","LPUART1_RX","","I2C2_SDA",""
"H8","PB12","I/O","","","I2S2_WS/SPI2_NSS","LCD_SEG12","LPUART1_DE/LPUART1_RTS","TSC_G6_IO2","","","EVENTOUT",""
